id,category,slokamrtam_reference,sloka_title,sloka_text,scripture_reference,word_by_word_meaning,translation
1022, Pramāṇa-tattva,21.1,Tattva-siddhānta summarized in 10 ślokas,"āmnāyaḥ prāha tattvaṁ harim iha paramaṁ sarva-śaktiṁ rasābdhiṁ
 tad-bhinnāṁśāṁś ca jīvān prakṛti-kavalitān tad-vimuktāṁś ca bhāvād
 bhedābheda-prakāśaṁ sakalam api hareḥ sādhanaṁ śuddha-bhaktiṁ
 sādhyaṁ tat-prītim evety upadiśati janān gaura-candraḥ svayaṁ saḥ",Daśa-mūla-tattva,āmnāya—the Vedas; prāha—proclaim; tattvaṁ—Absolute Truth; harim—Śrī Hari; iha—here; paramaṁ—the supreme; sarva-śaktim—the possessor of all potencies; rasābdhiṁ—an ocean of rasa; tad-bhinnāṁśān—His separated parts; ca—and; jīvān—jivas; prakṛti—His illusory potency; kavalitān—swallowed up; tad-vimuktān—His separated parts; ca—and; bhāvād- by nature; bheda-abheda—one and different; prakāśam—a manifestation; sakalam—everything; api—and; hareḥ—of Śrī Hari; sādhanaṁ—the means for attaiment; śuddha-bhaktim—is the pure bhakti; sādhyam—the ultimate goal; tat-prītim—is love for Him; eva iti—certainly thus; upadiśati—instructs; janān—the people; gaura-candraḥ—the Golden Lord whose effulgence resembles a moon; svayaṁ—personally; saḥ—He.,"1. Pramāṇa: The teachings of the Vedas received through Guru-paramparā are known as āmnāya. The infallible evidence of the Vedas, of the smṛti-śāstras headed by the Śrīmad Bhāgavatam, as well as evidence such as direct sense perception (pradhāna), that concur with the guidance of the Vedas, are all accepted as pramāṇa (evidence). This pramāṇa establishes the following prameyas (fundamental truths): Sambandha: 2. Parama-tattva – Śrī Hari alone is the Supreme Absolute Truth. 3. Sarva-śaktimān – Śrī Kṛṣṇa is the possessor of all potencies. 4. Akila-rasāmṛta-sindhu – He is the ocean of nectarean mellows and divine sweetness. 5. Vibhinnāṁśa-tattva – Both the mukta (liberated) and baddha (conditioned) jīvas are His eternally separated parts and parcels. 6. Baddha-jīvas –Conditioned souls are subject to the control and covering of māyā. 7. Mukta-jīvas – Liberated souls are forever free from māyā. 8. Acintya-Bhedābheda-tattva – The entire universe, consisting of the conscious (cit) and unconscious (acit), is Śrī Hari's acintya-bhedābheda-prakāśa, that is to say, it is His manifestation which is inconceivably both different and non-different from Him. Abhidheya: 9. Śuddha-bhakti – Pure devotional service is the only practice (sādhana) to attain spiritual perfection (sādhya). Prayojana: 10. Kṛṣṇa-prīti – Transcendental love and affection for Śrī Kṛṣṇa is the one and only final object of attainment (sādhya-vastu)."
1023, Pramāṇa-tattva,21.2,,"svataḥ-siddho vedo hari-dayita-vedha-prabhṛtitaḥ
 pramāṇaṁ sat-prāptaṁ pramiti-viṣayān tān nava-vidhān
 tathā pratyakṣādi-pramiti-sahitaṁ sādhayati naḥ
 na yuktis tarkākhyā praviśati tathā śakti-rahitā",Daśa-mūla 1,"svataḥ—independently; siddhaḥ—perfect; vedaḥ—the Vedas; hari—of Lord Hari; dayita—the object of mercy; vedaḥ—Lord Brahmā, the creator of the universe; prabhṛtitaḥ—beginning with; pramāṇam—evidence; sat—transcendental; prāptaḥ—attained; pramiti—of knowledge; viṣayān—the scope; tat—of that; nava—nine; vidhān—parts; tathā—in that way; pratyākṣa—present before the eyes; ādi—beginning with; pramiti—knowledge; sahitam—along with; sādhayati—stands as evidence; naḥ—for us; na—not; yuktiḥ—reason; tarka—as logic; ākhya—names; praviśati—enters; tathā—in that realms; śakti—of power; rahitā—devoid.","The self-evident Vedas, which have been received in the sampradāya through the Guru-paramparā by recipients of Śrī Hari's mercy such as Brahmājī and others, are known as āmnāya-vākya. The nine prameya-tattvas are established by these āmnaya-vākyas with the help of other pramānas that follow the guidance of these śastras, such as evidence obtained by direct sense perception (pratyakṣa). Reasoning that is only based on logic is always lame in the matter of evaluating inconceivable subject matters, since logic and argument have no access to the realm of the inconceivable."
1024, Pramāṇa-tattva,21.3,The definition of āmnāya,"āmnāyah śrutayaḥ sāksād / brahma-vidyeti viśrutaḥ
 guru-paramparā prāptāḥ / viśva-kartuḥ hi brāhmaṇa",Dasa-mula,,"Transcendental knowledge, which is received through the system of paramparā, beginning with Brahmā, the creator, and which is embodied in the Śruti is known as āmnāya, or the authorized sacred tradition."
1025, Pramāṇa-tattva,21.4,Real dharma is enacted by Kṛṣṇa,dharmaṁ tu sākṣād bhagavat-praṇītaṁ,SB 6.3.19,"dharmam—real religious principles, or bona fide spiritual principles; tu—but; sākṣāt—directly; bhagavat—by the Supreme Personality of Godhead; praṇītam—enacted.",Real religious principles are enacted by the Supreme Personality of Godhead.
1026, Pramāṇa-tattva,21.5,Śrī Kṛṣṇa instructed Brahmā directly,yathā brahmaṇe bhagavān svayam upadiśyānubhāvitavān,CC Ādi 1.50,yathā—just as; brahmaṇe—unto Lord Brahmā; bhagavān—the Supreme Lord; svayam—Himself; upadiśya—having instructed; anubhāvitavān—caused to perceive.,The Supreme Personality of Godhead taught Brahmā and made him self-realised.
1027, Pramāṇa-tattva,21.6,Transcendental knowledge descends through the disciplic succession starting with Brahmā,"brahmā devānāṁ prathamaḥ sambabhūva / viśvasya kartā bhuvanasya goptā
 sa brahma-vidyāṁ sarva-vidyā-pratiṣṭhām / atharvāya jyeṣṭha-putrāya prāha",Muṇḍaka Upaniṣad 1.1.1,om—Oṁ; brahmā—Brahmā; devānām—of the demigods; prathamam—first; sambabhūva—born; viśvasya—of the universe; kartā—the creator; bhuvanasya—of the worlds; goptā—the protector; sa—he; brahma-vidyām—spirtiual knowledge; sarva-vidyā-pratiṣṭhām—the basis of all knowledge; atharvāya—to Atharvā; jyeṣṭha-putrāya—his eldest son; prāha—spoke.,"Lord Brahmā is the foremost of the demigods. He is the creator of the universe, and its guardian. He instructed his eldest son, Atharva in the science of transcendental knowledge (brahma-vidyā), and thus became the first teacher within the universe. All other knowledge is based on this knowledge."
1028, Pramāṇa-tattva,21.7,What is brahma-vidyā?,yenākṣaraṁ puruṣaṁ veda satyaṁ / provāca tāṁ tattvato brahma-vidyām,Muṇḍaka Upaniṣad 1.2.13,,"Brahma-vidyā is knowledge that reveals the true svarūpa of para-brahma, the indestructible Puruṣottama."
1029, Pramāṇa-tattva,21.8,Transcendental knowledge is received through the Paramparā,"evaṁ paramparā-prāptam / imaṁ rājarṣayo viduḥ
 sa kāleneha mahatā / yogo naṣṭaḥ parantapa",BG 4.2,"evam—thus; paramparā—by disciplic succession; prāptam—received; imam—this science; rāja-ṛṣayaḥ—the saintly kings; viduḥ—understood; saḥ—that knowledge; kālena—in the course of time; iha—in this world; mahatā—great; yogaḥ—the science of one's relationship with the Supreme; naṣṭaḥ—scattered; parantapa—O Arjuna, subduer of the enemies.","This supreme science was thus received through the chain of disciplic succession, and the saintly kings understood it in that way. But in course of time the succession was broken, and therefore the science as it is appears to be lost."
1030, Pramāṇa-tattva,21.9,The Paramparā is an eternal principle,"kālena naṣṭā pralaye vāṇīyaṁ veda-saṁjñitā
 mayādau brahmaṇe proktā dharmo yasyāṁ mad-ātmakaḥ
 tena proktā sva-putrāya manave pūrva-jāya sā
 tato bhṛgv-ādayo 'gṛhṇan sapta brahma-maharṣayaḥ",SB 11.14.3-4,śrī-bhagavān uvāca—the Supreme Personality of Godhead said; kālena—by the influence of time; naṣṭā—lost; pralaye—at the time of annihilation; vāṇī—message; iyam—this; veda-saṁjñitā—consisting of the Vedas; mayā—by Me; ādau—at the time of creation; brahmaṇe—unto Lord Brahmā; proktā—spoken; dharmaḥ—religious principles; yasyām—in which; mat-ātmakaḥ—identical with Me; tena—by Brahmā; proktā—spoken; sva-putrāya—to his son; manave—to Manu; pūrva-jāya—the oldest; sā—that Vedic knowledge; tataḥ—from Manu; bhṛgu-ādayaḥ—those headed by Bhṛgu Muni; agṛhṇan—accepted; sapta—seven; brahma—in Vedic literature; mahā-ṛṣayaḥ—most learned sages.,"The Supreme Personality of Godhead said: By the influence of time, the transcendental sound of Vedic knowledge was lost at the time of annihilation. Therefore, when the subsequent creation took place, I spoke the Vedic knowledge to Brahmā because I Myself am the religious principles enunciated in the Vedas. Lord Brahmā instructed his eldest son, Manu in the Vedic knowledge, and Manu in turn instructed the same science to the seven great sages headed by Bhṛgu Muni."
1031, Pramāṇa-tattva,21.1,Mundane arguments cannot touch transcendental subject matters,"acintyāḥ khalu ye bhāva / na tāṁs tarkeṇa yojayet
 prakṛtibhyaḥ paraṁ yac ca / tad acintyasya lakṣaṇam",Mahābhārata (Bhīṣma-parva 5.22),acintyāḥ—inconceivable; khalu—certainly; ye—those; bhāvāḥ—subject matters; na—not; tān—them; tarkeṇa—by argument; yojayet—one may understand; prakṛtibhyaḥ—to material nature; param—transcendental; yat—that which; ca—and; tat—that; acintyasya—of the inconceivable; lakṣaṇam—a symptom.,"Anything transcendental to material nature is called inconceivable, whereas arguments are all mundane. Since mundane arguments cannot touch transcendental subjects, one should not try to understand transcendental subjects through mundane arguments."
1032, Pramāṇa-tattva,21.11,The Vedas are not to be interpreted,"svataḥ-pramāṇa veda—pramāṇa-śiromaṇi
 lakṣaṇā karile svataḥ-pramāṇatā-hāni",CC Ādi 7.132,svataḥ-pramāṇa—self-evident; veda—the Vedic literatures; pramāṇa—evidence; śiromaṇi—topmost; lakṣaṇā—interpretation; karile—doing; svataḥ-pramāṇatā—self-evidence; hāni—lost.,"[Śrī Caitanya Mahāprabhu instructed Prakāśānanda Sarasvatī:] ""The self-evident Vedic literatures are the highest evidence of all, but if these literatures are interpreted, their self-evident nature is lost."""
1033, Pramāṇa-tattva,21.12,The Vedas are self-evident and the foremost evidence,"pramāṇera madhye śruti-pramāṇa pradhāna
 śruti ye mukhyārtha kahe, sei se pramāṇa",CC Mad 6.135,pramāṇera—of the evidences; madhye—in the midst; śruti—the Vedic version; pramāṇa—evidence; pradhāna—chief; śruti—the Vedic version; ye—whatever; mukhya-artha—chief meaning; kahe—says; sei se—that indeed; pramāṇa—evidence;,"[Śrī Caitanya Mahāprabhu said:] Although there is other evidence, the evidence given in the Vedic version must be taken as foremost. Vedic versions understood directly are first-class evidence."
1034, Pramāṇa-tattva,21.13,Śrīmad-Bhāgavatam Describes the Four Kinds of Evidence,"śrutiḥ pratyakṣam aitihyam / anumānaṁ catuṣṭayam
 pramāṇeṣv anavasthānād / vikalpāt sa virajyate",SB 11.19.17,śrutiḥ—Vedic knowledge; pratyakṣam—direct experience; aitihyam—traditional wisdom; anumānam—logical induction; catuṣṭayam—fourfold; pramāneṣu—among all types of evidence; anavasthānāt—due to the flickering nature; vikalpāt—from material diversity; saḥ—a person; virajyate—becomes detached.,"From the four types of evidence – Vedic knowledge, direct experience, traditional wisdom and logical induction – one can understand the temporary, insubstantial situation of the material world, by which one becomes detached from the duality of this world."
1035, Pramāṇa-tattva,21.14,Manu-saṁhitā describes Three Kinds of Evidence,"pratyakṣaś cānumanañ ca śāstrañ ca vividhāgamam
 trayaṁ suviditaṁ kāryaṁ dharma-śuddhim abhīpsatā",Manu 12.105,,"If one wants to understand what is reality, one must consider the three kinds of evidence: Vedic evidence, perception, and inference."
1036, Pramāṇa-tattva,21.15,"Of the three kinds of evidence, revealed scriptures (Vedic śāstra) is the best","pratyakṣe 'ntarbhaved yasmād atithyaṁ tena deśikah
 pramāṇaṁ trividhaṁ prākhyāt tatra mukhyā śrutir bhavet",Prameya-ratnāvalī 9.2,,"Since hearsay is included in perception, Madhvācārya has said that the means of proper knowledge are three, among which śruti, or revelation scriptures, is the highest."
1037, Other Ślokas,22.1,Rūpa and Sanātana are the recipients of Caitanya Mahāprabhu's mercy,"kālena vṛndāvana-keli-vārtā
 lupteti tāṁ khyāpayituṁ viśiṣya
 kṛpāmṛtenābhiśiṣeca devas
 tatraiva rūpaṁ ca sanātanaṁ ca",Caitanya-candrodaya-nāṭaka 9.38,"kālena—in the course of time; vṛndāvana-keli-vārtā—topics concerning the transcendental mellows of the pastimes of Lord Kṛṣṇa in Vṛndāvana; luptā—almost lost; iti—thus; tām—all those; khyāpayitum—to enunciate; viśiṣya—making specific; kṛpā-amṛtena—with the nectar of mercy; abhiśiṣeca—sprinkled; devaḥ—the Lord; tatra—there, in Vṛndāvana; eva—indeed; rūpam—Śrīla Rūpa Gosvāmī; ca—and; sanātanam—Sanātana Gosvāmī; ca—as well as.","In the course of time, tidings of Kṛṣṇa's divine pastimes in Vṛndāvana had been lost. To make them thoroughly known again, the Lord showered His mercy on Rūpa and Sanātana in the very land of Vṛndāvana."
1038, Other Ślokas,22.2,Rūpa Gosvāmī is glorified,"priya-svarūpe dayita-svarūpe
 prema-svarūpe sahajābhirūpe
 nijānurūpe prabhur eka-rūpe
 tatāna-rūpe sva-vilāsa-rūpe",Caitanya-candrodaya-nāṭaka 9.39,priya-svarūpe—unto the person whose dear friend was Śrīla Svarūpa Dāmodara Gosvāmī; dayita-svarūpe—who was very dear to Him (Śrī Caitanya Mahāprabhu); prema-svarūpe—unto the replica of His personal ecstatic love; sahaja-abhirūpe—who was naturally very beautiful; nija-anurūpe—who exactly followed the principles of Śrī Caitanya Mahāprabhu; prabhuḥ—Śrī Caitanya Mahāprabhu; eka-rūpe—to the one; tatāna—explained; rūpe—unto Rūpa Gosvāmī; sva-vilāsa-rūpe—who describes the pastimes of Lord Kṛṣṇa.,"""Indeed, Śrīla Rūpa Gosvāmī, whose dear friend was Svarūpa Dāmodara, was the exact replica of Śrī Caitanya Mahāprabhu, and he was very, very dear to the Lord. Being the embodiment of Śrī Caitanya Mahāprabhu's ecstatic love, Rūpa Gosvāmī was naturally very beautiful. He very carefully followed the principles enunciated by the Lord, and he was a competent person to explain properly the pastimes of Lord Kṛṣṇa. Śrī Caitanya Mahāprabhu expanded His mercy to Śrīla Rūpa Gosvāmī just so he could render service by writing transcendental literatures."""
1039, Other Ślokas,22.3,,"śrīmad-rūpa-padāmbhoja-
 dhūli-mātraika-sevinā
 kenacid grathitā padyair
 mālāghreyā tad-āśrayaiḥ",Stavāvalī,śrīmad-rūpa—of Śrīla Rūpa Gosvāmī; padāmbhoja—of the lotus feet; dhūlī—the dust; mātraika—only; sevinā—by a servant; kenacid—by someone; grathitā—strung; padyaiḥ—with verses; mālā—a garland; āghreyā—to be smelled; tad—of Him; āśrayaiḥ—by they who have taken shelter.,A certain servant of the dust of Śrīla Rūpa Gosvāmī's lotus feet has strung this garland of verses glorifying Śrī Rādhā's lotus feet. They who have taken shelter of Śrīla Rūpa Gosvāmī will be able to appreciate the sweet fragrance of this garland of verses.
1040, Other Ślokas,22.4,Śrīla Rūpa Gosvāmī Vijñapti,"ādadānas tṛṇaṁ dantair idaṁ yāce punaḥ punaḥ
 śrīmad-rūpa-padāmbhoja-dhūliḥ syāṁ janma-janmani",Śrī Dāna-Keli-Cintāmaṇiḥ 175,ādadānaḥ—taking; tṛṇam—a blade of grass; dantaiḥ—in my teeth; idam—this; yāce—I beg; punaḥ punaḥ—againg and again; śrīmat-rūpa—of Śrīla Rupa Gosvami; pada-ambhoja—of the lotus feet; dhūliḥ—dust; syām—may be; janma-anmani—birth after birth.,"""Taking a straw between my teeth, crying and begging and falling on the ground again and again, I am praying that life after life, I only want to touch the footdust of Śrī Rūpa Mañjarī."""
1041, Other Ślokas,22.5,,"śrī-caitanya mano'bhīṣṭaṁ sthāpitaṁ yena bhūtale
 svayaṁ rūpaḥ kadā mahyaṁ dadāti sva-padāntikam",Śrī Prema-bhakti-candrikā,śrī-caitanya-of Lord Caitanya; manah-abhīṣṭam—the innermost desire; sthāpitam-established; yena-by whom; bhūtale-in the material world; svayam-personally; rūpaḥ-Śrīla Rūpa Gosvami; kadā-when? mahyam-to me; dadāti-will give; sva-pada-antikam—shelter at the tips of his lotus feet.,"When will Śrī Rūpa Gosvāmī give me the shelter of his lotus feet? Because he understood the innermost desire of Śrī Caitanya Mahāprabhu, he was able to establish His mission in this world and is very dear to the Lord."
1042, Other Ślokas,22.6,,"abhīra-pallī-pati-putra-kānyā-
 dāsyābhilāṣāti-balāśva-vāra
 śrī-rūpa-cintāmaṇi-sapti-saṁstho
 mat-svānta-durdānta-hayecchur āstām",Śrī Stavāvalī,abhīra—of the cowherds; pallī—of the village; pati—of the king; putra—the son; kāntā—the beloved; dāsya—service; abhilāṣa—desire; ati—great; bala—strong; aśva—horse; vāra—riding; śrī-rūpa—Śrīla Rūpa Gosvāmī; cintāmaṇi—transcendental gems; sapti—seven; saṁsthaḥ—riding; mat—of me; svānta—the heart; durdānta—uncontrollable; haya—horse; icchuḥ—desiring; āstām—may be.,"""I pray that the wild horse of my heart may become like the cintāmaṇi-jewel horse Śrīla Rūpa Gosvāmī, which carries as its rider the desire to serve the gopa-prince's beloved (Śrīmatī Rādhikā)."""
